FID,Shape *,Evento,PC1_woe,PC2_woe,V2X_woe,X1R_woe,X3R_woe
771,Point ZM,0,0.965277,-0.186688,2.61886,0.165285,0.17043
772,Point ZM,0,0.965277,-1.03019,2.61886,0.165285,0.17043
773,Point ZM,0,0.965277,-0.159533,2.61886,0.165285,0.17043
774,Point ZM,0,0.496723,0.304827,-0.657437,0.165285,0.543944
775,Point ZM,0,0.965277,-0.159533,-0.682033,0.165285,0.083882
777,Point ZM,0,0.965277,0.616158,-1.03193,0.165285,0.543944
779,Point ZM,0,0.965277,0.304827,-0.657437,0.165285,0.083882
781,Point ZM,0,-0.431997,-0.186688,-2.2218,0.165285,-0.809453
784,Point ZM,0,-0.873904,-0.159533,-0.044,0.165285,0.17043
788,Point ZM,0,0.965277,0.304827,-2.2218,0.165285,-0.298904
789,Point ZM,0,0.496723,-1.03019,-0.044,0.165285,0.17043
791,Point ZM,0,0.496723,0.616158,-1.03193,0.165285,0.083882
792,Point ZM,0,0.496723,0.304827,-1.03193,0.165285,0.17043
793,Point ZM,0,0.965277,-0.186688,-1.03193,0.165285,0.083882
795,Point ZM,0,-0.431997,-1.03019,-0.044,0.165285,0.17043
797,Point ZM,0,0.965277,0.304827,-0.657437,0.165285,0.17043
798,Point ZM,0,0.965277,0.616158,-0.657437,0.165285,0.17043
800,Point ZM,0,0.496723,0.304827,-1.03193,0.165285,0.083882
801,Point ZM,0,0.965277,-0.159533,-1.03193,0.165285,-0.809453
802,Point ZM,0,0.965277,-1.03019,-2.2218,0.165285,0.17043
805,Point ZM,0,-0.431997,0.304827,-0.044,0.165285,-0.298904
806,Point ZM,0,0.965277,-0.186688,-2.2218,0.165285,-0.298904
807,Point ZM,0,0.965277,-1.03019,-0.682033,0.165285,-0.298904
810,Point ZM,0,0.965277,-0.159533,-0.202755,0.165285,0.083882
811,Point ZM,0,0.496723,0.304827,-0.202755,0.165285,0.543944
812,Point ZM,0,0.965277,-0.186688,1.02094,0.165285,-0.809453
814,Point ZM,0,0.965277,-0.159533,0.341524,0.165285,0.083882
815,Point ZM,0,0.496723,-0.186688,0.341524,0.165285,0.543944
818,Point ZM,0,0.965277,-1.03019,1.02094,0.165285,0.17043
819,Point ZM,0,0.965277,-1.03019,1.02094,0.165285,0.17043
822,Point ZM,0,0.965277,-0.186688,0.341524,0.165285,0.17043
824,Point ZM,0,0.965277,-0.159533,1.02094,0.165285,0.17043
826,Point ZM,0,0.965277,-0.186688,1.02094,0.165285,-0.809453
827,Point ZM,0,0.965277,0.304827,-0.682033,0.165285,0.17043
828,Point ZM,0,0.965277,0.616158,1.02094,0.165285,0.17043
829,Point ZM,0,0.965277,-0.159533,-0.682033,0.165285,0.17043
830,Point ZM,0,0.965277,0.304827,-0.682033,0.165285,-0.809453
831,Point ZM,0,0.965277,0.304827,-0.682033,0.165285,0.17043
832,Point ZM,0,0.965277,0.616158,-0.202755,0.165285,0.17043
833,Point ZM,0,0.965277,0.616158,1.02094,0.165285,0.17043
834,Point ZM,0,0.965277,0.304827,-0.202755,0.165285,0.083882
835,Point ZM,0,0.965277,0.304827,-0.202755,0.165285,-0.809453
836,Point ZM,0,0.965277,-0.186688,-0.682033,0.165285,-0.809453
837,Point ZM,0,0.965277,0.616158,-0.202755,0.165285,-0.809453
838,Point ZM,0,0.965277,0.304827,-0.682033,0.165285,-0.809453
839,Point ZM,0,0.965277,0.616158,-0.202755,0.165285,0.17043
841,Point ZM,0,0.496723,-0.159533,0,0.165285,0.083882
842,Point ZM,0,0.965277,0.616158,-0.626496,0.165285,0.543944
843,Point ZM,0,0.496723,0.616158,-0.626496,0.165285,0.17043
844,Point ZM,0,0.965277,-0.186688,-0.626496,0.165285,-0.809453
846,Point ZM,0,0.965277,0.304827,-0.626496,0.165285,0.17043
852,Point ZM,0,-0.431997,0.304827,-0.626496,0.165285,0.543944
0,Point ZM,1,-0.431997,-1.03019,1.44251,0.281144,-0.298904
1,Point ZM,1,-0.431997,-1.03019,-0.682033,0.281144,0.543944
2,Point ZM,1,0.965277,0.304827,-0.682033,0.281144,0.083882
3,Point ZM,1,-0.431997,0.616158,-0.202755,0.281144,-0.809453
5,Point ZM,1,-0.873904,0.616158,-0.202755,0.281144,0.083882
6,Point ZM,1,0.965277,-0.159533,1.26205,0.281144,0.083882
14,Point ZM,1,0.496723,0.616158,1.60759,0.281144,0.543944
17,Point ZM,1,0.965277,-0.186688,1.26205,0.281144,0.083882
20,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.543944
23,Point ZM,1,0.965277,-0.186688,-0.682033,0.281144,0.17043
26,Point ZM,1,-0.873904,0.616158,-1.03193,0.281144,-0.809453
29,Point ZM,1,-0.873904,-1.03019,-1.03193,0.281144,0.543944
36,Point ZM,1,0.496723,-0.159533,1.36214,0.281144,0.543944
37,Point ZM,1,0.496723,-1.03019,0.143557,0.281144,0.543944
38,Point ZM,1,-0.431997,-0.186688,0.143557,0.281144,0.543944
39,Point ZM,1,-0.431997,0.616158,0.143557,0.281144,0.543944
44,Point ZM,1,-0.873904,-0.159533,-1.03193,0.281144,-0.809453
50,Point ZM,1,-0.431997,-1.03019,0.308424,0.281144,-0.298904
51,Point ZM,1,-1.11444,-0.159533,-0.202755,0.281144,0.543944
56,Point ZM,1,-0.873904,0.616158,0.308424,0.281144,0.543944
57,Point ZM,1,-0.873904,0.304827,0.308424,0.281144,0.083882
61,Point ZM,1,0.965277,0.304827,0.143557,0.281144,0.083882
65,Point ZM,1,0.965277,0.304827,0.143557,0.281144,0.543944
69,Point ZM,1,0.965277,-0.159533,1.60759,0.281144,0.543944
71,Point ZM,1,0.496723,-0.159533,1.20354,0.281144,0.543944
73,Point ZM,1,-0.431997,0.304827,-0.682033,0.281144,0.543944
79,Point ZM,1,-0.873904,-0.186688,-0.682033,0.281144,0.543944
82,Point ZM,1,-1.11444,-0.186688,-0.682033,0.281144,0.17043
85,Point ZM,1,0.496723,0.304827,0.308424,0.281144,-0.298904
89,Point ZM,1,-1.11444,0.304827,-0.202755,0.281144,-0.809453
96,Point ZM,1,0.496723,-1.03019,1.02094,0.281144,0.17043
97,Point ZM,1,0.965277,-0.186688,1.02094,0.281144,0.083882
100,Point ZM,1,0.496723,0.616158,1.02094,0.281144,0.17043
103,Point ZM,1,-0.431997,-0.159533,-0.682033,0.281144,0.083882
104,Point ZM,1,0.965277,0.304827,-0.682033,0.281144,0.083882
106,Point ZM,1,0.496723,0.304827,-0.202755,0.281144,0.543944
108,Point ZM,1,0.965277,-0.186688,-0.202755,0.281144,0.543944
109,Point ZM,1,-0.431997,0.304827,-0.202755,0.281144,0.083882
111,Point ZM,1,0.965277,-0.186688,-0.202755,0.281144,0.083882
118,Point ZM,1,-0.873904,-0.186688,-0.626496,0.281144,-0.809453
122,Point ZM,1,0.965277,0.304827,1.26205,0.281144,0.543944
124,Point ZM,1,-0.873904,-1.03019,-0.044,0.281144,0.543944
125,Point ZM,1,0.496723,0.304827,1.02094,0.281144,0.083882
128,Point ZM,1,0.965277,-0.159533,-0.202755,0.281144,0.543944
133,Point ZM,1,0.496723,0.304827,-0.202755,0.281144,0.17043
137,Point ZM,1,-1.11444,0.304827,-0.626496,0.281144,0.083882
140,Point ZM,1,0.496723,0.616158,1.02094,0.281144,0.083882
141,Point ZM,1,0.496723,0.616158,-0.682033,0.281144,0.17043
144,Point ZM,1,0.496723,0.304827,1.60759,0.281144,0.543944
145,Point ZM,1,-0.431997,0.304827,1.60759,0.281144,0.543944
148,Point ZM,1,0.965277,0.616158,1.20354,0.281144,0.17043
149,Point ZM,1,-1.11444,0.616158,-0.202755,0.281144,-0.809453
156,Point ZM,1,0.496723,-0.186688,-0.202755,0.281144,0.543944
157,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.543944
158,Point ZM,1,0.496723,-0.186688,-0.202755,0.281144,0.543944
165,Point ZM,1,0.965277,0.304827,1.60759,0.281144,0.083882
167,Point ZM,1,-0.431997,0.616158,1.60759,0.281144,0.083882
168,Point ZM,1,0.496723,-0.186688,1.60759,0.281144,0.543944
170,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.083882
171,Point ZM,1,0.965277,0.616158,0.143557,0.281144,0.543944
172,Point ZM,1,0.965277,0.616158,0.143557,0.281144,0.17043
173,Point ZM,1,0.965277,0.616158,0.143557,0.281144,0.083882
175,Point ZM,1,0.965277,0.616158,-0.682033,0.281144,0.17043
176,Point ZM,1,-0.431997,0.616158,-0.682033,0.281144,-0.809453
178,Point ZM,1,0.496723,0.304827,-0.682033,0.281144,0.543944
179,Point ZM,1,0.496723,-0.159533,-0.682033,0.281144,0.083882
184,Point ZM,1,0.965277,0.304827,-0.682033,0.281144,0.17043
190,Point ZM,1,0.496723,0.304827,-0.682033,0.281144,-0.809453
192,Point ZM,1,0.965277,0.616158,-0.682033,0.281144,-0.809453
193,Point ZM,1,0.965277,0.616158,-0.682033,0.281144,0.083882
194,Point ZM,1,0.496723,0.616158,-0.682033,0.281144,0.083882
201,Point ZM,1,-0.431997,-0.159533,-0.682033,0.281144,-0.809453
202,Point ZM,1,0.496723,-0.159533,-0.682033,0.281144,0.083882
203,Point ZM,1,0.496723,0.304827,-0.682033,0.281144,0.083882
206,Point ZM,1,0.496723,-0.159533,1.36214,0.281144,0.543944
208,Point ZM,1,0.496723,0.616158,1.26205,0.281144,0.543944
210,Point ZM,1,0.965277,0.304827,1.26205,0.281144,0.543944
213,Point ZM,1,0.965277,0.304827,1.36214,0.281144,0.083882
216,Point ZM,1,0.965277,0.304827,1.36214,0.281144,-0.809453
218,Point ZM,1,0.965277,0.616158,0.143557,0.281144,-0.809453
222,Point ZM,1,-0.431997,-0.186688,-0.202755,0.281144,0.17043
223,Point ZM,1,0.965277,-0.159533,0.143557,0.281144,0.083882
227,Point ZM,1,0.965277,-0.186688,0.341524,0.281144,-0.809453
228,Point ZM,1,0.965277,-0.186688,0.341524,0.281144,-0.809453
230,Point ZM,1,0.965277,-0.159533,0.143557,0.281144,0.543944
231,Point ZM,1,0.496723,0.304827,0.143557,0.281144,0.543944
235,Point ZM,1,0.496723,-0.159533,0.143557,0.281144,0.17043
236,Point ZM,1,0.965277,-0.186688,0.143557,0.281144,0.17043
237,Point ZM,1,0.496723,0.304827,0.341524,0.281144,0.543944
239,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.17043
244,Point ZM,1,0.496723,-0.159533,1.60759,0.281144,0.543944
245,Point ZM,1,0.965277,-1.03019,-0.202755,0.281144,0.543944
246,Point ZM,1,0.496723,-0.159533,1.60759,0.281144,0.543944
247,Point ZM,1,0.965277,-1.03019,1.60759,0.281144,0.543944
260,Point ZM,1,0.496723,0.304827,1.20354,0.281144,0.083882
261,Point ZM,1,-0.431997,-0.159533,1.20354,0.281144,0.543944
262,Point ZM,1,-0.431997,-0.159533,1.20354,0.281144,0.543944
263,Point ZM,1,0.496723,0.304827,1.20354,0.281144,0.543944
264,Point ZM,1,0.496723,0.304827,0.341524,0.281144,0.543944
270,Point ZM,1,-1.11444,0.616158,-0.682033,0.281144,-0.809453
274,Point ZM,1,-1.11444,0.304827,1.96477,0.281144,-0.298904
275,Point ZM,1,-0.431997,-0.159533,-1.46465,0.281144,0.083882
279,Point ZM,1,0.965277,-1.03019,1.20354,0.281144,0.17043
280,Point ZM,1,0.965277,0.304827,1.20354,0.281144,0.17043
282,Point ZM,1,-0.431997,-0.159533,1.20354,0.281144,0.543944
284,Point ZM,1,-0.431997,-0.159533,1.20354,0.281144,0.543944
285,Point ZM,1,0.965277,0.616158,1.20354,0.281144,0.083882
287,Point ZM,1,-0.873904,0.304827,2.61886,0.281144,0.543944
293,Point ZM,1,0.496723,-0.159533,1.20354,0.281144,0.17043
294,Point ZM,1,0.496723,-0.159533,1.20354,0.281144,0.083882
295,Point ZM,1,0.496723,-0.159533,1.20354,0.281144,0.083882
296,Point ZM,1,0.496723,-0.159533,2.61886,0.281144,0.543944
297,Point ZM,1,0.965277,-0.159533,1.20354,0.281144,0.543944
299,Point ZM,1,-0.431997,-0.159533,1.20354,0.281144,0.543944
304,Point ZM,1,-1.11444,0.616158,1.20354,0.281144,0.543944
305,Point ZM,1,0.965277,-0.186688,-0.202755,0.281144,0.083882
306,Point ZM,1,-0.873904,0.616158,2.61886,0.281144,0.083882
307,Point ZM,1,0.965277,-0.186688,2.61886,0.281144,0.083882
312,Point ZM,1,0.965277,0.304827,1.20354,0.281144,0.083882
314,Point ZM,1,0.965277,0.616158,-0.682033,0.281144,0.17043
318,Point ZM,1,0.496723,0.616158,-0.682033,0.281144,0.17043
319,Point ZM,1,0.496723,-1.03019,1.26205,0.281144,0.543944
322,Point ZM,1,0.965277,-0.186688,1.20354,0.281144,0.543944
323,Point ZM,1,0.965277,0.304827,1.20354,0.281144,0.17043
326,Point ZM,1,-0.431997,0.304827,1.20354,0.281144,0.543944
329,Point ZM,1,0.496723,0.304827,-0.682033,0.281144,0.083882
332,Point ZM,1,-0.431997,-0.159533,-0.682033,0.281144,-0.809453
333,Point ZM,1,-1.11444,0.304827,-0.682033,0.281144,0.543944
334,Point ZM,1,0.496723,-0.186688,-0.657437,0.281144,0.083882
337,Point ZM,1,0.496723,-0.159533,1.26205,0.281144,0.543944
338,Point ZM,1,0.496723,0.616158,-0.202755,0.281144,0.543944
340,Point ZM,1,-0.431997,0.616158,-0.202755,0.281144,0.17043
341,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.083882
346,Point ZM,1,-0.431997,0.304827,2.61886,0.281144,0.17043
349,Point ZM,1,0.965277,-0.159533,1.20354,0.281144,0.083882
351,Point ZM,1,-0.873904,0.304827,1.20354,0.281144,0.543944
353,Point ZM,1,-0.873904,0.304827,1.20354,0.281144,0.083882
355,Point ZM,1,0.965277,0.304827,1.20354,0.281144,0.17043
356,Point ZM,1,0.496723,0.304827,1.20354,0.281144,0.17043
359,Point ZM,1,0.965277,-0.186688,1.20354,0.281144,0.543944
360,Point ZM,1,0.965277,-0.159533,1.20354,0.281144,0.543944
361,Point ZM,1,-0.873904,0.616158,-0.682033,0.281144,0.083882
364,Point ZM,1,-0.873904,-0.186688,-0.682033,0.281144,0.543944
367,Point ZM,1,-1.11444,0.304827,0.308424,0.281144,0.17043
368,Point ZM,1,0.965277,0.304827,0.341524,0.281144,0.543944
374,Point ZM,1,-0.873904,0.616158,-0.657437,0.281144,0.083882
375,Point ZM,1,0.496723,-0.159533,2.61886,0.281144,0.17043
376,Point ZM,1,0.496723,0.304827,-0.202755,0.281144,-0.809453
378,Point ZM,1,0.965277,0.616158,-0.202755,0.281144,0.17043
379,Point ZM,1,-0.431997,-0.159533,-0.202755,0.281144,0.17043
385,Point ZM,1,0.496723,0.304827,1.20354,0.281144,-0.809453
389,Point ZM,1,0.496723,0.616158,1.20354,0.281144,-0.809453
396,Point ZM,1,0.965277,-0.186688,1.20354,0.281144,0.17043
397,Point ZM,1,0.965277,0.616158,1.20354,0.281144,0.543944
398,Point ZM,1,0.965277,-0.159533,1.20354,0.281144,0.543944
400,Point ZM,1,0.965277,-0.186688,1.20354,0.281144,0.543944
404,Point ZM,1,0.496723,0.304827,1.20354,0.281144,-0.809453
405,Point ZM,1,0.496723,0.304827,1.20354,0.281144,-0.809453
410,Point ZM,1,0.965277,0.304827,2.61886,0.281144,0.083882
412,Point ZM,1,0.496723,-0.159533,1.20354,0.281144,0.543944
413,Point ZM,1,0.965277,-1.03019,-0.657437,0.281144,0.543944
417,Point ZM,1,0.496723,-1.03019,-0.657437,0.281144,0.543944
418,Point ZM,1,0.496723,-0.186688,-0.657437,0.281144,0.083882
419,Point ZM,1,-0.431997,-0.159533,-0.657437,0.281144,0.083882
420,Point ZM,1,0.496723,0.616158,-0.657437,0.281144,0.543944
423,Point ZM,1,-0.431997,0.616158,-0.657437,0.281144,0.083882
424,Point ZM,1,0.496723,-0.159533,-0.657437,0.281144,0.543944
426,Point ZM,1,0.965277,-1.03019,-0.202755,0.281144,0.543944
431,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.543944
434,Point ZM,1,0.496723,0.616158,-0.202755,0.281144,0.083882
438,Point ZM,1,-0.873904,0.304827,1.02094,0.281144,0.083882
440,Point ZM,1,-0.873904,0.616158,1.02094,0.281144,0.083882
442,Point ZM,1,-0.873904,0.616158,1.02094,0.281144,-0.809453
444,Point ZM,1,0.496723,-0.186688,1.02094,0.281144,0.543944
445,Point ZM,1,-0.431997,-0.186688,1.02094,0.281144,0.543944
447,Point ZM,1,-0.431997,0.304827,1.02094,0.281144,0.083882
451,Point ZM,1,-0.431997,-0.186688,1.02094,0.281144,0.083882
455,Point ZM,1,-0.873904,-0.186688,-1.54559,0.281144,0.543944
456,Point ZM,1,0.496723,-0.186688,-1.54559,0.281144,0.543944
457,Point ZM,1,0.496723,-0.159533,-1.54559,0.281144,0.543944
459,Point ZM,1,0.496723,-0.186688,-1.54559,0.281144,0.083882
460,Point ZM,1,0.496723,-0.159533,-1.54559,0.281144,0.543944
462,Point ZM,1,-0.431997,-0.159533,-1.54559,0.281144,0.543944
467,Point ZM,1,0.965277,-1.03019,1.02094,0.281144,0.17043
468,Point ZM,1,0.965277,0.304827,1.02094,0.281144,-0.809453
469,Point ZM,1,0.496723,0.304827,1.02094,0.281144,-0.809453
470,Point ZM,1,0.496723,-0.159533,1.02094,0.281144,0.083882
472,Point ZM,1,-0.431997,-0.186688,1.02094,0.281144,0.083882
477,Point ZM,1,0.965277,-1.03019,1.02094,0.281144,0.17043
478,Point ZM,1,0.965277,-1.03019,1.02094,0.281144,0.17043
479,Point ZM,1,0.965277,-1.03019,1.02094,0.281144,0.17043
484,Point ZM,1,0.496723,-0.159533,1.02094,0.281144,-0.809453
485,Point ZM,1,0.496723,-0.186688,1.02094,0.281144,0.083882
489,Point ZM,1,-0.431997,-0.186688,1.02094,0.281144,0.083882
490,Point ZM,1,0.496723,-0.186688,1.02094,0.281144,0.543944
494,Point ZM,1,0.496723,0.304827,1.02094,0.281144,-0.809453
495,Point ZM,1,0.965277,-1.03019,1.02094,0.281144,0.543944
498,Point ZM,1,0.965277,0.304827,1.02094,0.281144,0.083882
501,Point ZM,1,-0.873904,-0.159533,1.26205,0.281144,0.543944
506,Point ZM,1,-0.431997,-0.186688,-1.03193,0.281144,0.083882
509,Point ZM,1,-0.873904,-0.186688,-1.03193,0.281144,0.543944
511,Point ZM,1,0.496723,-0.186688,1.26205,0.281144,0.543944
515,Point ZM,1,-0.431997,-1.03019,-0.202755,0.281144,0.543944
517,Point ZM,1,-0.873904,0.616158,-0.202755,0.281144,0.543944
518,Point ZM,1,-0.431997,0.304827,-0.202755,0.281144,0.543944
523,Point ZM,1,0.496723,-0.186688,-0.202755,0.281144,0.543944
525,Point ZM,1,0.496723,-1.03019,1.26205,0.281144,0.543944
531,Point ZM,1,-1.11444,0.304827,-0.202755,0.281144,-0.809453
535,Point ZM,1,-1.11444,0.616158,1.02094,0.281144,-0.809453
538,Point ZM,1,0.496723,0.304827,0.341524,0.281144,0.543944
544,Point ZM,1,-0.431997,0.304827,-0.626496,0.281144,0.543944
545,Point ZM,1,-0.431997,0.304827,-0.202755,0.281144,0.543944
546,Point ZM,1,-0.873904,0.616158,-0.202755,0.281144,0.543944
556,Point ZM,1,0.965277,-0.186688,7.64408,0.281144,0.543944
561,Point ZM,1,-0.873904,0.616158,-1.75235,0.281144,0.543944
567,Point ZM,1,0.965277,0.304827,-0.202755,0.281144,0.543944
568,Point ZM,1,0.496723,0.304827,-0.202755,0.281144,0.543944
572,Point ZM,1,0.965277,0.304827,1.20354,0.281144,0.543944
574,Point ZM,1,0.496723,0.616158,-0.657437,0.281144,0.543944
575,Point ZM,1,0.965277,0.616158,-0.202755,0.281144,0.543944
578,Point ZM,1,-0.431997,-0.159533,1.26205,0.281144,0.543944
582,Point ZM,1,0.965277,-0.186688,1.60759,0.281144,0.543944
585,Point ZM,1,0.496723,0.304827,-0.202755,0.281144,0.083882
586,Point ZM,1,-0.873904,-0.159533,1.26205,0.281144,0.543944
590,Point ZM,1,-0.431997,-0.186688,-1.03193,0.281144,0.083882
593,Point ZM,1,-0.873904,-0.186688,-1.03193,0.281144,0.543944
595,Point ZM,1,0.496723,-0.186688,1.26205,0.281144,0.543944
599,Point ZM,1,-0.431997,-1.03019,-0.202755,0.281144,0.543944
601,Point ZM,1,-0.873904,0.616158,-0.202755,0.281144,0.543944
602,Point ZM,1,-0.431997,0.304827,-0.202755,0.281144,0.543944
607,Point ZM,1,0.496723,-0.186688,-0.202755,0.281144,0.543944
610,Point ZM,1,-1.11444,0.304827,-0.202755,0.281144,-0.809453
615,Point ZM,1,-0.431997,0.616158,-0.626496,0.281144,0.543944
616,Point ZM,1,-0.431997,0.304827,-0.202755,0.281144,0.543944
617,Point ZM,1,-0.873904,0.616158,-0.202755,0.281144,0.543944
622,Point ZM,1,0.496723,0.304827,0.341524,0.281144,0.543944
625,Point ZM,1,-1.11444,0.616158,1.02094,0.281144,-0.809453
626,Point ZM,1,0.496723,-1.03019,-0.012,0.281144,0.543944
627,Point ZM,1,-0.431997,-1.03019,-0.012,0.281144,0.083882
628,Point ZM,1,-0.431997,-1.03019,-0.012,0.281144,0.543944
636,Point ZM,0,0.965277,0.304827,1.60759,0.281144,0.543944
643,Point ZM,0,0.965277,-0.159533,1.02094,0.281144,0.543944
652,Point ZM,0,-0.873904,-0.186688,-0.029,0.281144,0.17043
654,Point ZM,0,-0.873904,-0.186688,-0.027,0.281144,-0.298904
655,Point ZM,0,-0.873904,-0.186688,-0.029,0.281144,-0.298904
661,Point ZM,0,-0.431997,-0.186688,-1.03193,0.281144,0.543944
664,Point ZM,0,-0.873904,-0.186688,-0.682033,0.281144,0.543944
669,Point ZM,0,-1.11444,-0.159533,-2.2218,0.281144,-0.298904
677,Point ZM,0,0.496723,-1.03019,-0.202755,0.281144,-0.809453
679,Point ZM,0,0.496723,-1.03019,-1.75235,0.281144,0.17043
689,Point ZM,0,-0.431997,-1.03019,-0.202755,0.281144,0.543944
693,Point ZM,0,-0.431997,-1.03019,-0.202755,0.281144,-0.298904
699,Point ZM,0,0.496723,-1.03019,-0.626496,0.281144,0.17043
703,Point ZM,0,0.496723,-1.03019,-0.626496,0.281144,0.17043
707,Point ZM,0,-0.431997,-0.159533,-0.626496,0.281144,-0.809453
709,Point ZM,0,-0.431997,-0.159533,-0.626496,0.281144,0.543944
716,Point ZM,0,-0.431997,-1.03019,-1.54559,0.281144,0.083882
724,Point ZM,0,-0.873904,-0.186688,-0.626496,0.281144,-0.298904
725,Point ZM,0,-1.11444,-1.03019,-2.2218,0.281144,-0.809453
736,Point ZM,0,-0.431997,-0.159533,-0.202755,0.281144,0.543944
740,Point ZM,0,-0.431997,0.304827,-0.202755,0.281144,0.543944
742,Point ZM,0,0.496723,-0.159533,-0.202755,0.281144,0.17043
744,Point ZM,0,0.496723,0.304827,-0.202755,0.281144,0.17043
746,Point ZM,0,0.965277,-0.159533,-0.682033,0.281144,-0.809453
747,Point ZM,0,0.496723,0.304827,-0.682033,0.281144,0.17043
757,Point ZM,0,0.496723,0.304827,0.341524,0.281144,0.083882
778,Point ZM,0,0.496723,-0.159533,-0.657437,0.281144,0.543944
780,Point ZM,0,-0.431997,-1.03019,-2.2218,0.281144,0.543944
787,Point ZM,0,-0.873904,-1.03019,-0.044,0.281144,0.17043
799,Point ZM,0,-0.431997,0.304827,-0.657437,0.281144,0.543944
804,Point ZM,0,-0.873904,-0.186688,-2.2218,0.281144,0.083882
808,Point ZM,0,0.496723,-1.03019,-1.75235,0.281144,-0.298904
809,Point ZM,0,0.965277,-0.186688,-0.202755,0.281144,0.543944
813,Point ZM,0,0.496723,0.304827,1.36214,0.281144,0.543944
821,Point ZM,0,0.965277,-1.03019,0.341524,0.281144,-0.809453
823,Point ZM,0,0.965277,0.304827,0.341524,0.281144,-0.809453
825,Point ZM,0,0.965277,-0.159533,1.02094,0.281144,0.083882
840,Point ZM,0,0.965277,0.304827,-0.202755,0.281144,0.083882
853,Point ZM,0,-0.873904,-0.186688,-0.626496,0.281144,-0.298904
19,Point ZM,1,0.496723,-0.159533,-0.202755,-0.951232,0.543944
27,Point ZM,1,-1.11444,-0.159533,-1.03193,-0.951232,0.17043
55,Point ZM,1,-0.873904,0.616158,0.308424,-0.951232,0.543944
70,Point ZM,1,-0.873904,0.304827,2.61886,-0.951232,0.083882
87,Point ZM,1,-0.873904,-1.03019,-0.202755,-0.951232,0.083882
90,Point ZM,1,-0.431997,-0.159533,-0.682033,-0.951232,-0.809453
117,Point ZM,1,-0.431997,-0.186688,-0.682033,-0.951232,-0.298904
121,Point ZM,1,-0.873904,0.304827,1.26205,-0.951232,0.083882
130,Point ZM,1,-0.431997,-0.186688,1.26205,-0.951232,0.543944
131,Point ZM,1,-0.431997,-1.03019,1.26205,-0.951232,0.543944
135,Point ZM,1,0.965277,-0.159533,-0.657437,-0.951232,-0.809453
150,Point ZM,1,-0.431997,-0.186688,1.26205,-0.951232,0.543944
151,Point ZM,1,-0.431997,-0.186688,1.26205,-0.951232,0.543944
152,Point ZM,1,-0.873904,-0.159533,-0.202755,-0.951232,0.543944
153,Point ZM,1,0.965277,-1.03019,1.26205,-0.951232,0.543944
154,Point ZM,1,-1.11444,-1.03019,-0.682033,-0.951232,-0.298904
169,Point ZM,1,0.496723,-0.159533,1.60759,-0.951232,0.083882
207,Point ZM,1,-1.11444,0.304827,1.26205,-0.951232,0.543944
209,Point ZM,1,-0.431997,0.616158,1.26205,-0.951232,0.543944
211,Point ZM,1,0.496723,-1.03019,1.36214,-0.951232,0.543944
212,Point ZM,1,0.965277,-1.03019,1.36214,-0.951232,0.543944
214,Point ZM,1,0.965277,0.304827,1.36214,-0.951232,0.083882
215,Point ZM,1,-1.11444,0.616158,1.26205,-0.951232,0.083882
217,Point ZM,1,-0.873904,0.304827,0.143557,-0.951232,-0.809453
229,Point ZM,1,0.965277,-0.159533,0.341524,-0.951232,0.17043
248,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
249,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
250,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
251,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
252,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
253,Point ZM,1,0.965277,-0.159533,1.20354,-0.951232,0.083882
254,Point ZM,1,0.965277,-0.186688,1.20354,-0.951232,0.083882
255,Point ZM,1,0.965277,-0.186688,1.20354,-0.951232,0.17043
256,Point ZM,1,0.965277,-0.186688,1.20354,-0.951232,0.17043
257,Point ZM,1,0.965277,-0.186688,1.20354,-0.951232,0.083882
283,Point ZM,1,0.496723,-0.159533,1.20354,-0.951232,0.083882
286,Point ZM,1,-0.431997,0.304827,1.20354,-0.951232,0.083882
288,Point ZM,1,-0.431997,-0.186688,2.61886,-0.951232,0.083882
289,Point ZM,1,-1.11444,0.616158,2.61886,-0.951232,0.083882
290,Point ZM,1,-0.431997,0.304827,1.20354,-0.951232,-0.809453
291,Point ZM,1,0.965277,-0.186688,1.20354,-0.951232,0.17043
292,Point ZM,1,0.965277,-1.03019,1.20354,-0.951232,0.17043
303,Point ZM,1,0.965277,-0.159533,1.20354,-0.951232,0.543944
308,Point ZM,1,0.965277,0.304827,-0.202755,-0.951232,0.083882
309,Point ZM,1,0.496723,-0.159533,-0.202755,-0.951232,0.543944
311,Point ZM,1,-0.431997,-0.159533,1.20354,-0.951232,0.083882
316,Point ZM,1,0.496723,0.304827,-0.682033,-0.951232,0.083882
317,Point ZM,1,0.965277,-1.03019,-0.682033,-0.951232,0.543944
324,Point ZM,1,0.965277,-0.159533,1.20354,-0.951232,0.543944
