FID,Shape *,Evento,PC1_woe,PC2_woe,V2X_woe,X1R_woe,X3R_woe
328,Point ZM,1,0.496723,-1.03019,-0.682033,-0.951232,0.083882
335,Point ZM,1,0.496723,-0.159533,-0.657437,-0.951232,0.083882
344,Point ZM,1,0.965277,-0.159533,1.20354,-0.951232,0.083882
345,Point ZM,1,0.965277,0.616158,1.20354,-0.951232,0.543944
348,Point ZM,1,-0.431997,0.304827,2.61886,-0.951232,0.17043
369,Point ZM,1,-0.873904,0.616158,0.341524,-0.951232,-0.809453
371,Point ZM,1,0.496723,-0.186688,0.341524,-0.951232,0.083882
399,Point ZM,1,0.496723,0.304827,1.20354,-0.951232,0.543944
406,Point ZM,1,0.496723,-0.159533,1.20354,-0.951232,-0.809453
411,Point ZM,1,0.496723,0.304827,1.20354,-0.951232,0.083882
427,Point ZM,1,-0.873904,0.304827,-0.202755,-0.951232,0.083882
430,Point ZM,1,0.965277,-0.186688,-0.202755,-0.951232,0.083882
435,Point ZM,1,-0.431997,0.304827,-0.202755,-0.951232,0.17043
436,Point ZM,1,0.496723,0.616158,-0.202755,-0.951232,0.083882
437,Point ZM,1,0.965277,0.616158,-0.202755,-0.951232,0.543944
453,Point ZM,1,0.496723,-0.186688,-1.54559,-0.951232,0.543944
454,Point ZM,1,0.496723,-0.186688,-1.54559,-0.951232,0.083882
471,Point ZM,1,0.496723,-0.159533,1.02094,-0.951232,0.17043
473,Point ZM,1,-0.431997,-0.186688,1.02094,-0.951232,0.17043
493,Point ZM,1,-0.431997,0.304827,1.02094,-0.951232,-0.809453
496,Point ZM,1,-0.431997,-0.159533,1.02094,-0.951232,0.543944
497,Point ZM,1,0.496723,-0.159533,1.02094,-0.951232,0.543944
507,Point ZM,1,0.965277,-0.159533,-0.202755,-0.951232,0.083882
508,Point ZM,1,-0.431997,-0.186688,0.341524,-0.951232,0.083882
510,Point ZM,1,0.965277,0.304827,0.308424,-0.951232,0.17043
512,Point ZM,1,-1.11444,-0.186688,-0.202755,-0.951232,0.083882
514,Point ZM,1,-0.431997,0.304827,-0.202755,-0.951232,0.543944
552,Point ZM,1,0.496723,-1.03019,0.341524,-0.951232,0.083882
553,Point ZM,1,-0.431997,0.304827,1.02094,-0.951232,0.17043
554,Point ZM,1,-0.431997,0.304827,1.02094,-0.951232,0.17043
555,Point ZM,1,0.965277,-1.03019,1.02094,-0.951232,0.543944
580,Point ZM,1,0.496723,0.616158,2.61886,-0.951232,0.17043
583,Point ZM,1,0.496723,0.616158,-0.202755,-0.951232,0.083882
591,Point ZM,1,0.965277,-0.159533,-0.202755,-0.951232,0.083882
592,Point ZM,1,-0.431997,-0.186688,0.341524,-0.951232,0.083882
594,Point ZM,1,0.965277,0.304827,0.308424,-0.951232,0.17043
596,Point ZM,1,-1.11444,-0.186688,-0.202755,-0.951232,0.083882
598,Point ZM,1,-0.431997,0.304827,-0.202755,-0.951232,0.543944
629,Point ZM,1,-0.431997,-1.03019,-1.03193,-0.951232,0.083882
631,Point ZM,1,-0.873904,-0.186688,-0.044,-0.951232,0.083882
635,Point ZM,0,-0.431997,-1.03019,-1.46465,-0.951232,0.083882
651,Point ZM,0,-0.431997,-1.03019,-0.029,-0.951232,0.083882
670,Point ZM,0,-1.11444,-1.03019,-2.2218,-0.951232,0.083882
685,Point ZM,0,-0.873904,-1.03019,-0.202755,-0.951232,-0.298904
688,Point ZM,0,-0.431997,-1.03019,-0.202755,-0.951232,0.543944
690,Point ZM,0,-0.873904,-1.03019,-0.202755,-0.951232,0.543944
691,Point ZM,0,0.496723,-1.03019,-0.202755,-0.951232,0.17043
694,Point ZM,0,-0.431997,-1.03019,-0.202755,-0.951232,-0.298904
695,Point ZM,0,-0.431997,-1.03019,-0.202755,-0.951232,-0.809453
696,Point ZM,0,0.965277,-0.159533,-0.626496,-0.951232,0.083882
697,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,0.083882
698,Point ZM,0,0.965277,-1.03019,-0.626496,-0.951232,0.17043
701,Point ZM,0,-0.431997,0.304827,-0.626496,-0.951232,-0.809453
704,Point ZM,0,-0.431997,-1.03019,-0.626496,-0.951232,-0.298904
705,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,-0.298904
708,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,0.083882
710,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,0.543944
711,Point ZM,0,-0.873904,-0.159533,-0.626496,-0.951232,0.543944
712,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,0.083882
713,Point ZM,0,-0.431997,0.304827,-0.626496,-0.951232,0.083882
715,Point ZM,0,-0.873904,-1.03019,-1.54559,-0.951232,0.17043
721,Point ZM,0,0.496723,-1.03019,-0.012,-0.951232,0.083882
722,Point ZM,0,-0.431997,-1.03019,-0.012,-0.951232,0.083882
735,Point ZM,0,0.496723,0.304827,-0.202755,-0.951232,0.543944
743,Point ZM,0,-0.431997,0.304827,-0.202755,-0.951232,0.17043
745,Point ZM,0,0.965277,-0.159533,-0.682033,-0.951232,0.083882
754,Point ZM,0,-0.431997,-0.186688,1.26205,-0.951232,0.083882
758,Point ZM,0,0.965277,-0.186688,0.341524,-0.951232,0.17043
760,Point ZM,0,0.496723,-1.03019,0.341524,-0.951232,0.083882
776,Point ZM,0,-0.431997,-0.186688,-1.03193,-0.951232,0.543944
782,Point ZM,0,-1.11444,-1.03019,-0.044,-0.951232,-0.809453
783,Point ZM,0,-0.431997,-1.03019,-1.03193,-0.951232,-0.809453
785,Point ZM,0,0.496723,-1.03019,-1.03193,-0.951232,-0.809453
786,Point ZM,0,-0.431997,-1.03019,-1.03193,-0.951232,0.543944
790,Point ZM,0,-0.431997,-1.03019,-1.03193,-0.951232,0.543944
794,Point ZM,0,-0.873904,-1.03019,-1.03193,-0.951232,0.543944
796,Point ZM,0,-0.431997,-1.03019,-2.2218,-0.951232,0.543944
803,Point ZM,0,-0.873904,-1.03019,-2.2218,-0.951232,-0.298904
817,Point ZM,0,0.496723,0.304827,0.308424,-0.951232,0.17043
820,Point ZM,0,0.965277,-1.03019,0.341524,-0.951232,0.17043
845,Point ZM,0,-0.431997,0.304827,-0.626496,-0.951232,0.17043
848,Point ZM,0,0.496723,-0.186688,-0.626496,-0.951232,0.17043
851,Point ZM,0,0.496723,-1.03019,-0.626496,-0.951232,0.083882
854,Point ZM,0,-0.431997,-1.03019,-0.012,-0.951232,-0.298904
59,Point ZM,1,0.496723,-1.03019,0.341524,-1.12142,0.17043
267,Point ZM,1,-0.873904,-1.03019,0.341524,-1.12142,0.083882
432,Point ZM,1,0.965277,0.616158,-0.202755,-1.12142,0.543944
433,Point ZM,1,0.965277,0.304827,-0.202755,-1.12142,0.543944
516,Point ZM,1,-0.431997,-0.186688,-1.03193,-1.12142,0.083882
584,Point ZM,1,0.965277,0.304827,-0.202755,-1.12142,0.543944
600,Point ZM,1,-0.431997,-0.186688,-1.03193,-1.12142,0.083882
632,Point ZM,1,-1.11444,-0.186688,-0.044,-1.12142,0.083882
649,Point ZM,0,-0.431997,-0.186688,-0.029,-1.12142,0.17043
666,Point ZM,0,-0.431997,-1.03019,-0.682033,-1.12142,-0.298904
700,Point ZM,0,-0.431997,0.304827,-0.626496,-1.12142,-0.809453
714,Point ZM,0,0.496723,-1.03019,-0.626496,-1.12142,0.17043
720,Point ZM,0,-0.873904,-0.159533,-0.012,-1.12142,0.083882
755,Point ZM,0,0.496723,0.616158,-0.202755,-1.12142,0.543944
816,Point ZM,0,0.496723,-0.186688,0.341524,-1.12142,0.17043
847,Point ZM,0,0.496723,-1.03019,-0.626496,-1.12142,0.083882
849,Point ZM,0,0.496723,-1.03019,0.308424,-1.12142,0.083882
850,Point ZM,0,-0.431997,-1.03019,-0.626496,-1.12142,-0.809453
