PROCESO,x4,pc1,pc2,pc3,pc4,v1x,v2x,v3x,x1,x2,x3
0,0.0341,-0.5069,-1.4798,0.0060,-0.7558,15.0000,35.0000,15.0000,87.7365,455.6224,6159.3224
0,0.0394,-1.3253,-1.1296,0.3789,-1.8209,15.0000,38.0000,15.0000,173.9019,601.1826,6611.4765
0,0.0593,-0.5024,0.7174,-1.7727,-0.4067,14.0000,2.0000,14.0000,65.3417,2217.3057,1151.1367
0,0.0629,-0.7706,0.6921,-1.4516,-1.0704,15.0000,38.0000,15.0000,0.2321,2663.8294,1967.1282
0,0.0503,-0.6684,0.6823,-1.4159,-1.2158,14.0000,35.0000,14.0000,21.3500,1846.6051,2094.8500
0,0.0610,1.1353,0.6251,-1.7220,-1.4237,14.0000,62.0000,14.0000,284.5257,3751.8093,1716.4129
0,0.0643,0.4071,-1.1946,-0.2752,-1.0023,14.0000,62.0000,14.0000,136.3995,3883.1927,1903.7094
0,0.0527,-0.2468,-0.7937,-0.3538,-0.9846,14.0000,2.0000,14.0000,23.4537,5514.3608,1990.1781
0,0.0567,0.6403,-0.0545,-0.7346,-1.3511,15.0000,62.0000,15.0000,138.2404,6197.4470,2189.1848
0,0.0750,-0.2715,-1.0154,-0.7818,0.2793,15.0000,57.0000,15.0000,84.6159,489.3329,51.4996
0,0.0312,-0.0980,-0.6482,-0.7814,-0.7025,14.0000,68.0000,14.0000,275.4998,461.1339,2072.4811
0,0.2742,-0.2164,-1.3809,-0.4361,0.0817,14.0000,57.0000,14.0000,130.4020,900.3493,1209.5231
0,0.0509,-0.8408,0.0461,-1.1196,-0.1585,14.0000,26.0000,14.0000,1.7789,171.3789,181.7552
0,0.0608,-0.6624,0.7251,-1.7672,-0.3337,14.0000,26.0000,14.0000,20.0288,429.2462,293.2197
0,0.0989,-0.7069,0.7248,-1.7456,-0.3639,14.0000,26.0000,14.0000,25.3882,372.3281,430.1755
0,0.1404,-0.6617,0.7224,-1.7455,-0.3888,7.0000,26.0000,7.0000,28.3053,464.0073,610.7890
0,0.0969,-0.7024,0.7220,-1.7248,-0.4188,7.5920,26.0000,7.5920,20.7619,315.0744,1079.0108
0,0.0401,-0.2521,-0.5052,-0.9257,-0.1206,18.0000,29.0000,18.0000,56.0900,3.5606,2385.8540
0,0.0445,-0.4717,0.7106,-1.7308,-0.5288,18.0000,29.0000,18.0000,1.2562,151.7665,1873.6586
0,0.0630,-0.4635,-0.0522,-0.9942,-0.2827,18.0000,29.0000,18.0000,30.8938,635.8742,1139.8390
0,0.2468,-0.3865,-1.3117,-0.3682,-0.1395,15.0000,57.0000,15.0000,175.7595,0.0013,2227.7043
0,0.0179,-0.6308,-0.3485,-0.4884,-0.8803,14.0000,68.0000,14.0000,34.9413,1992.9270,3442.2992
0,0.0298,-0.2905,-0.2496,-0.7106,-0.8201,14.0000,68.0000,14.0000,139.9414,2345.6815,3946.9176
0,0.0323,0.4216,-1.3296,-0.2447,-0.9838,14.0000,38.0000,14.0000,145.9138,991.1855,4546.3208
0,0.0269,-0.1000,-0.8163,-0.5252,-0.7948,14.0000,68.0000,14.0000,225.8480,115.0159,3307.2931
0,0.0288,-0.1144,0.6695,-1.5485,-1.1823,14.0000,68.0000,14.0000,189.7624,124.8998,3234.3508
0,0.1194,-0.2423,-1.4252,-0.3539,0.0391,14.0000,57.0000,14.0000,130.5356,670.3505,1259.1788
0,0.0642,-0.6191,0.5454,-1.1926,-1.5815,18.0000,44.0000,18.0000,83.8682,6240.2126,1344.6086
0,0.0797,-0.9226,0.6701,-1.2075,-1.6031,18.1592,44.0000,18.1592,2.5867,6982.5896,720.7759
0,0.0819,-0.8653,0.6675,-1.2103,-1.6272,18.0000,44.0000,18.0000,39.8150,6983.0214,564.7232
0,0.0998,-0.6816,0.6639,-1.2597,-1.6023,15.0000,44.0000,15.0000,12.7660,7528.5311,94.0804
0,0.0665,-0.4140,0.6490,-1.2527,-1.7653,18.0000,44.0000,18.0000,5.2892,5548.0601,2060.2459
0,0.0664,-0.4315,-1.3992,0.0788,-1.2292,14.0000,44.0000,14.0000,41.5075,5226.2423,2380.1416
0,0.2753,-0.8993,0.6662,-1.1857,-1.6706,14.0000,44.0000,14.0000,74.0833,4859.9980,1230.5447
0,0.3861,-0.6731,0.4429,-0.9146,-1.5815,14.0000,44.0000,14.0000,10.2558,4868.1790,1691.3727
0,0.0454,-0.6829,0.6780,-1.3742,-1.3131,14.0000,8.0000,14.0000,7.4928,3915.7455,1131.6099
0,0.2248,-0.3265,-0.0660,-1.3638,0.0787,6.0000,22.0000,6.0000,36.6547,792.1101,353.5357
0,0.1448,-0.4613,0.1534,-1.3950,0.0107,12.0000,22.0000,12.0000,204.0912,972.5155,400.1926
0,0.1360,-0.4993,0.1404,-1.2197,0.0917,12.0000,27.0000,12.0000,17.7247,1114.7951,1659.5114
0,0.0856,-0.5750,0.7305,-1.8482,-0.1769,11.0000,27.0000,11.0000,173.6071,2151.2029,402.8367
0,0.0870,-0.7609,0.7227,-1.7053,-0.4361,12.0000,54.0000,12.0000,137.6474,0.1855,175.0073
0,0.1507,-0.3424,-1.3060,-0.6079,0.3454,11.0000,27.0000,11.0000,131.7668,1305.1297,275.9925
0,0.0925,-0.6276,0.7317,-1.8356,-0.1801,11.0000,27.0000,11.0000,84.8756,3534.6406,375.0720
0,0.1092,-0.3857,-0.9359,-0.6913,0.0401,15.0000,54.0000,15.0000,150.1548,558.7804,310.1324
0,0.0361,-0.5641,0.7296,-1.8454,-0.1900,10.0000,27.0000,10.0000,18.5937,2020.2191,340.3820
0,0.0350,-0.5585,0.7301,-1.8521,-0.1759,11.0000,27.0000,11.0000,140.3057,2730.7690,126.0349
0,0.0534,-0.5753,0.7305,-1.8481,-0.1769,18.0000,27.0000,18.0000,156.8514,3316.6715,303.5417
0,0.0333,-0.5585,0.7301,-1.8521,-0.1759,24.0000,60.0000,24.0000,822.7515,3467.1036,742.0574
0,0.0567,-0.6136,0.7314,-1.8389,-0.1792,11.0000,27.0000,11.0000,48.2441,4723.3713,510.6882
0,0.1047,-0.7038,0.7328,-1.8119,-0.1984,11.0000,27.0000,11.0000,114.1978,4121.3099,235.3636
0,0.0770,-0.7639,0.7053,-1.5625,-0.7945,15.0000,68.0000,15.0000,31.2376,2398.3672,444.2215
0,0.1058,0.2047,-1.1680,-0.5558,-0.2885,15.0000,68.0000,15.0000,375.5946,3256.6028,387.6511
0,0.0794,-0.0793,0.6486,-1.3930,-1.5935,12.0000,38.0000,12.0000,26.5943,1377.7550,1241.6453
0,0.0614,-0.0634,-0.2294,-0.4056,-1.2321,12.0000,8.0000,12.0000,15.4482,1742.7236,51.4713
0,0.0655,1.7292,0.5296,-1.9348,-1.0319,14.0000,10.0000,14.0000,126.3244,954.8091,14.9069
0,0.1088,-0.0788,-0.9172,-0.6255,-0.2547,9.0000,3.0000,9.0000,62.3457,2228.0488,86.6824
0,0.0955,0.1750,-1.2413,-0.6023,-0.0915,9.0000,3.0000,9.0000,76.9243,2044.4553,202.8645
0,0.1767,-0.2774,-0.2843,-0.6216,-0.6084,10.0000,10.0000,10.0000,135.2318,1744.4734,71.4343
0,0.0986,0.1095,-0.7010,-0.6415,-0.7822,14.0000,15.0000,14.0000,145.4746,902.5823,61.1889
0,0.1286,0.4611,-1.4389,-0.1376,-0.9930,14.0000,10.0000,14.0000,485.0954,2330.5533,20.3445
0,0.0951,-0.3771,0.6984,-1.6715,-0.7298,6.0000,27.0000,6.0000,91.4433,1518.6088,604.6672
0,0.1014,-0.5615,0.7007,-1.6109,-0.7822,9.0000,27.0000,9.0000,61.4011,319.4977,311.0736
0,0.1381,-0.6267,0.7028,-1.6008,-0.7724,12.0000,27.0000,12.0000,69.4186,1023.9802,285.3832
0,0.1688,-0.7717,0.7049,-1.5551,-0.8087,12.0000,27.0000,12.0000,13.2426,838.7203,496.0332
0,0.1687,-0.8796,0.7060,-1.5184,-0.8428,11.0000,27.0000,11.0000,20.6483,1303.6905,217.2187
0,0.1810,-0.5639,0.6933,-1.5502,-0.9339,11.9901,11.0000,11.9901,10.9947,1114.6242,214.0053
0,0.1316,-0.1128,0.1793,-0.8701,-0.8950,11.0000,18.0000,11.0000,21.9486,344.3796,46.8541
0,0.1376,0.2258,0.1025,-0.7645,-1.0066,11.0000,18.0000,11.0000,154.5390,403.9922,572.1067
0,0.1099,0.3789,-0.1285,-0.5550,-0.9941,11.0000,18.0000,11.0000,147.5238,1060.0037,121.2421
0,0.1843,-0.4015,-0.4705,-0.6423,-0.3790,11.0000,27.0000,11.0000,579.3940,60.9772,400.0215
0,0.1059,-0.4990,0.7012,-1.6423,-0.7371,11.0000,27.0000,11.0000,15.5541,172.3466,218.4040
0,0.1183,-0.9724,0.7108,-1.5180,-0.7933,11.0000,18.0000,11.0000,55.5915,466.3522,51.4185
0,0.1187,-0.6445,0.6919,-1.5036,-1.0077,11.0000,18.0000,11.0000,26.9856,614.1766,346.4220
0,0.0770,-0.3815,-0.0977,-0.9189,-0.5847,11.0000,18.0000,11.0000,43.2951,161.6643,145.6213
0,0.1745,-0.6691,0.6924,-1.4977,-1.0092,11.0000,18.0000,11.0000,27.8458,845.8883,122.3911
0,0.0957,-0.3492,-0.5478,-0.5430,-0.6981,14.0000,18.0000,14.0000,350.8849,257.0654,184.5923
0,0.4406,0.2040,-0.6787,-0.6588,-0.7088,11.0000,18.0000,11.0000,197.6973,1359.2890,405.4929
0,0.5216,-0.4439,0.4409,-0.9205,-0.9127,11.0000,18.0000,11.0000,406.6867,1220.7520,83.2923
0,0.0854,0.0094,-0.3146,-0.8230,-0.6606,11.0000,18.0000,11.0000,13.2234,968.8233,95.2788
0,0.1073,0.2285,0.6555,-1.5814,-1.2856,11.0000,18.0000,11.0000,116.7402,291.1936,16.1008
0,0.0896,0.0212,-0.0214,-0.6798,-0.8432,11.0000,18.0000,11.0000,130.2476,1019.7204,55.1480
0,0.0891,0.2894,0.6582,-1.6288,-1.1993,11.0000,18.0000,11.0000,128.1984,846.6360,28.8711
0,0.0878,-1.1814,0.7016,-1.3532,-1.0952,11.0000,18.0000,11.0000,8.1651,871.2148,177.1567
0,0.0841,-0.1892,0.6800,-1.6017,-1.0077,9.0000,68.0000,9.0000,588.6648,1215.4477,85.0597
0,0.1296,-0.3964,0.6861,-1.5630,-0.9927,9.0000,68.0000,9.0000,287.9249,1204.3708,220.0796
0,0.0491,-0.2290,0.3510,-1.1846,-0.6196,9.0000,68.0000,9.0000,284.2549,1097.9353,49.5009
0,0.1082,-0.4752,0.6268,-1.6044,-0.7002,9.0000,68.0000,9.0000,347.3950,1717.3887,209.8588
0,0.1024,-0.2895,0.5030,-1.3615,-0.3328,11.0000,68.0000,11.0000,214.4876,2137.9255,142.9596
0,0.0682,-0.3247,0.2797,-1.2698,-0.2416,9.0000,68.0000,9.0000,470.0252,1290.2458,133.9987
0,0.2840,-0.2729,0.6658,-1.4505,-1.3434,9.0000,68.0000,9.0000,413.8641,483.3152,341.5518
0,0.1705,-0.2391,0.6711,-1.5078,-1.2174,9.0000,68.0000,9.0000,367.1202,311.4329,0.2686
0,0.1400,0.0799,0.1413,-1.1303,-1.0286,9.0000,68.0000,9.0000,207.9086,689.2385,90.0108
0,0.0867,-0.2274,0.6842,-1.6199,-0.9412,9.0000,68.0000,9.0000,189.0372,359.3094,289.8649
0,0.5063,-0.5434,0.3309,-1.6037,-0.0857,1.0000,68.0000,1.0000,176.5505,978.4444,144.6419
0,0.1602,-0.5869,0.2789,-1.2450,-0.1315,1.0000,68.0000,1.0000,484.7473,746.1559,116.2034
0,0.1793,-0.5284,0.7287,-1.8539,-0.1878,11.0000,68.0000,11.0000,180.2937,664.1030,51.4118
0,0.4214,-1.4603,0.7631,-1.7346,0.0176,9.0000,69.0000,9.0000,0.0241,1157.3161,62.0516
0,0.2163,-0.5702,-0.5490,-0.9253,0.2453,12.6626,70.0000,12.6626,1.1949,1969.6722,170.0562
0,0.4057,-0.6629,0.7379,-1.8709,-0.0720,9.0000,70.0000,9.0000,25.6744,1904.6982,208.4623
0,0.3530,-0.5571,-1.0765,-0.6968,0.4057,9.0000,70.0000,9.0000,56.6523,2211.5475,270.7552
0,0.1570,-0.6499,0.5672,-1.5044,-0.0961,9.0000,70.0000,9.0000,120.4852,1584.9940,50.9620
0,0.1096,-0.6650,0.2907,-1.5505,-0.0828,9.0000,70.0000,9.0000,0.0708,1638.5020,92.5839
0,0.1244,-0.2106,-0.5594,-0.9872,0.2521,11.0000,70.0000,11.0000,52.6276,1292.3941,84.5431
0,0.0796,-0.3077,0.3391,-1.0979,-0.2238,9.0000,68.0000,9.0000,258.0141,542.2984,101.5635
0,0.1566,-0.0172,0.2882,-1.0770,-0.5607,2.0000,68.0000,2.0000,261.4325,575.1487,24.4886
0,0.1423,-0.7400,0.7544,-1.9727,0.2265,1.0000,68.0000,1.0000,211.7142,46.2200,117.4979
0,0.1253,-0.5704,0.4336,-1.3908,0.0619,1.0000,68.0000,1.0000,251.8363,150.9520,11.6933
0,0.0684,-0.6988,0.7407,-1.8787,-0.0328,11.0000,64.0000,11.0000,41.7242,1409.8756,181.2463
0,0.0671,-0.8661,0.7506,-1.8878,0.0811,2.0000,26.0000,2.0000,24.6402,2056.3652,72.2099
0,0.0665,-0.9161,0.7484,-1.8485,0.0092,9.0000,64.0000,9.0000,48.5673,1835.4909,257.4485
0,0.0601,-0.6372,0.7366,-1.8716,-0.0842,9.0000,64.0000,9.0000,50.7441,1549.3521,248.7951
0,0.0541,-0.7169,0.1066,-1.3046,0.0820,9.0000,14.0000,9.0000,44.0019,1787.3606,61.7482
0,0.0604,-0.3427,-0.2080,-0.9652,0.1995,9.0000,14.0000,9.0000,119.2627,1971.9409,101.4257
0,0.0646,-0.3745,-0.8351,-0.7475,0.2531,2.0000,14.0000,2.0000,127.5844,1853.1889,6.7106
0,0.0731,-0.6510,-0.6750,-0.8679,0.3002,2.0000,64.0000,2.0000,86.2211,1030.8170,0.0000
0,0.0414,-0.7239,-1.2514,-0.7566,0.8900,1.0000,64.0000,1.0000,464.4266,307.4612,619.8773
0,0.0224,-0.7432,-0.8484,-0.9254,0.8015,1.0000,64.0000,1.0000,561.9501,218.1166,437.5493
0,0.0444,-0.5563,0.6557,-1.9488,0.4777,1.0000,64.0000,1.0000,524.0322,580.2598,253.7813
0,0.1585,-0.4322,-0.0729,-1.2056,0.6295,2.0000,14.0000,2.0000,172.7280,114.5658,101.1840
0,0.2003,-0.4498,-0.0259,-1.2585,0.4719,9.0000,14.0000,9.0000,136.8568,98.6585,223.7739
0,0.0457,-0.5704,0.0995,-0.8336,-0.9383,14.0000,44.0000,14.0000,75.9114,3059.2280,4922.2364
0,0.4597,0.6703,-0.5502,-1.0978,-0.3562,14.0000,18.0000,14.0000,71.9338,140.8097,1122.0443
0,0.1380,1.3890,0.2841,-1.6847,-0.9928,14.0000,18.0000,14.0000,9.6541,652.7161,1317.9403
0,0.0782,-2.0964,0.3742,-0.8929,-0.8666,14.0000,18.0000,14.0000,0.2734,569.3715,1068.8075
0,0.0823,1.4669,0.1801,-1.5211,-1.1867,14.0000,18.0000,14.0000,49.3824,618.3006,1679.4929
0,0.0761,-0.8041,0.6600,-1.1757,-1.7475,14.0000,51.0000,14.0000,28.5241,2356.4778,999.4963
0,0.0434,0.0758,0.2037,-0.6373,-1.8214,15.0000,38.0000,15.0000,62.6368,3671.4113,2221.9746
0,0.0447,-1.4844,0.3322,-0.8257,-1.4968,14.0000,51.0000,14.0000,2.4163,3007.6139,2682.5859
0,0.0917,-0.2450,0.5633,-1.2630,-1.3946,14.0000,43.0000,14.0000,135.4367,513.7099,3636.6896
0,0.0367,-0.3823,0.4784,-0.9752,-1.6586,14.0000,44.0000,14.0000,39.4596,2313.0657,6428.5211
0,0.0426,-0.2090,-0.9055,-0.1899,-1.2958,14.0000,43.0000,14.0000,0.9150,387.1302,4490.8137
0,0.0333,-0.3580,0.6336,-1.1513,-2.0512,14.0000,44.0000,14.0000,53.6633,1860.6524,5978.7426
0,0.0310,-0.0642,0.6462,-1.3802,-1.6339,14.0000,46.0000,14.0000,23.4996,3631.1143,5579.9269
0,0.0393,-0.4960,0.6609,-1.3151,-1.5636,15.0000,35.0000,15.0000,10.5520,192.4544,3593.5994
0,0.0932,-0.5934,0.7289,-1.8274,-0.2193,17.3917,28.0000,17.3917,40.1827,920.6589,1425.4573
0,0.1127,-0.4207,-0.2345,-0.9519,-0.2440,15.0000,11.0000,15.0000,47.2963,332.9058,905.3378
0,0.0970,-0.5136,0.7190,-1.7809,-0.3798,6.0000,27.0000,6.0000,74.9238,1102.3368,1150.6628
0,0.1081,-0.2251,-1.2784,-0.5650,0.1476,15.0000,68.0000,15.0000,73.3427,939.3538,36.1833
0,0.0793,-0.5921,0.7309,-1.8441,-0.1779,18.0000,27.0000,18.0000,210.0280,2077.9190,546.6229
0,0.1334,-0.7021,0.7133,-1.6538,-0.5979,11.0000,32.0000,11.0000,9.0088,5297.7839,9.0088
0,0.1004,-0.5855,0.7079,-1.6599,-0.6459,11.0000,32.0000,11.0000,65.2941,4443.9023,184.6071
0,0.1188,-0.7128,0.7055,-1.5857,-0.7638,9.0000,32.0000,9.0000,24.7440,7452.6380,7.7953
0,0.0919,-0.5494,-0.4954,-0.6198,-0.4187,11.0000,70.0000,11.0000,11.8290,7087.1555,443.7410
0,0.1022,-0.8233,0.7154,-1.6193,-0.6190,11.0000,32.0000,11.0000,10.5787,6216.4946,60.9877
0,0.1110,-1.2584,0.7034,-1.3348,-1.0998,11.0000,70.0000,11.0000,2.2302,6203.2505,538.9939
0,0.1651,-1.0873,-0.5856,-2.1313,-0.5324,14.1437,52.0000,14.1437,9.9416,4146.5891,313.5684
0,0.1372,-1.0644,0.7157,-1.5179,-0.7437,11.0000,52.0000,11.0000,24.6576,2664.2992,47.8751
0,0.1243,-0.5477,0.7003,-1.6142,-0.7814,11.0000,52.0000,11.0000,0.0000,2505.7524,77.5136
0,0.1047,-0.8513,0.7054,-1.5252,-0.8411,11.0000,52.0000,11.0000,47.1050,2271.9263,170.4952
0,0.0865,0.2996,0.6707,-1.7351,-0.9369,11.0000,52.0000,11.0000,59.6044,1689.9316,67.4506
0,0.1012,-0.6132,0.6958,-1.5494,-0.9094,11.0000,52.0000,11.0000,2.9717,2044.3282,81.0145
0,0.0834,-0.1631,-1.2677,-0.4512,-0.3346,11.0000,52.0000,11.0000,2.2594,2312.2041,92.1363
0,0.0950,-0.4633,-0.7872,-0.5186,-0.4541,11.0000,52.0000,11.0000,1.0898,2798.0253,180.7265
0,0.1248,-0.5644,-1.0811,-0.2271,-0.6436,15.0000,70.0000,15.0000,23.0748,3635.7917,1118.5170
0,0.0608,0.0923,-1.1744,-0.2626,-0.8411,15.0000,8.0000,15.0000,24.9955,2955.1609,1566.1057
0,0.1184,-0.4381,0.6649,-1.3727,-1.4498,14.0000,10.0000,14.0000,6.2442,2704.7777,1136.9360
0,0.1390,-1.7478,0.5259,-1.1276,-0.9682,15.0000,10.0000,15.0000,0.7693,3636.1906,350.1243
0,0.2418,-0.4196,0.6077,-1.4103,-1.2363,15.0000,70.0000,15.0000,16.1938,3539.0107,620.0325
0,0.2346,0.1395,-0.4590,-0.4404,-0.8476,11.0000,70.0000,11.0000,109.8855,3224.6267,289.3554
0,0.0436,-0.3035,-0.6311,-0.4996,-1.1969,15.0000,44.0000,15.0000,38.0936,800.2919,875.4462
0,0.0573,-0.1763,-0.7240,-0.2075,-1.2310,18.0000,44.0000,18.0000,47.9801,472.5002,427.3397
0,0.0411,-0.6624,0.2896,-1.1726,-0.6810,11.0000,10.0000,11.0000,85.9933,1078.1897,518.0912
0,0.1353,-0.5680,0.7156,-1.7397,-0.4516,11.0000,10.0000,11.0000,73.1935,877.1725,52.3652
0,0.0754,-0.6071,0.5292,-1.4365,-0.0899,9.0000,16.0000,9.0000,184.7491,819.5377,97.5248
0,0.0650,-0.2650,-0.6042,-0.9137,0.2016,9.0000,16.0000,9.0000,123.9497,1260.4259,21.3840
0,0.0568,-0.3938,-1.0042,-0.8149,0.5299,11.0000,3.0000,11.0000,212.4473,2050.1600,48.4017
0,0.0916,0.4659,-1.2067,-0.1610,-1.3677,8.0000,11.0000,8.0000,214.9137,572.6994,21.5625
0,0.0908,1.5490,0.4378,-1.4335,-1.8984,15.0000,11.0000,15.0000,116.2244,906.1385,313.5930
0,0.1083,0.8780,0.6056,-1.4527,-1.9628,15.0000,3.0000,15.0000,137.0753,1333.2243,961.0179
0,0.0985,-0.7866,0.4563,-1.3506,-0.8481,9.0000,18.0000,9.0000,38.4632,495.5723,249.7185
0,0.1113,-0.3816,0.6985,-1.6704,-0.7300,9.0000,27.0000,9.0000,21.3665,656.6129,509.3185
0,0.0412,0.3547,-0.4358,-0.5690,-1.5808,12.0000,38.0000,12.0000,26.4168,2664.6210,874.5123
0,0.0376,-0.2558,0.6319,-1.1813,-2.0312,12.0000,38.0000,12.0000,17.5825,4325.4689,527.1235
0,0.0436,0.3763,-0.3556,-0.5770,-1.6318,12.0000,38.0000,12.0000,53.0378,2535.4700,556.2274
0,0.0620,-0.3173,0.6607,-1.6225,-0.8282,11.0000,8.0000,11.0000,142.0408,1584.8228,91.9406
0,0.0528,0.5077,0.4734,-1.6956,-0.7903,12.0000,8.0000,12.0000,152.2357,1428.1918,41.6612
0,0.0737,-0.8312,0.7109,-1.5792,-0.7159,11.0000,8.0000,11.0000,4.7873,2040.6873,95.9325
0,0.0726,-0.5837,-0.5936,-0.5243,-0.2221,16.0000,8.0000,16.0000,21.8137,2168.0602,8.2546
0,0.0727,-0.6269,0.5706,-1.4515,-0.8211,8.5887,8.0000,8.5887,105.4530,1670.9160,9.7835
0,0.1093,0.3311,-0.1826,-1.3183,-0.2804,15.0000,8.0000,15.0000,187.4956,2493.4426,112.7069
0,0.0355,-0.5585,0.7301,-1.8521,-0.1759,18.0000,27.0000,18.0000,66.7361,3284.9778,93.7439
0,0.0516,-0.7426,0.7270,-1.7480,-0.3385,11.0000,10.0000,11.0000,12.8933,383.5666,54.3987
0,0.0922,-0.5647,0.2670,-1.3968,-0.0102,10.0000,27.0000,10.0000,122.4632,1381.6158,217.2347
0,0.1115,-0.6844,0.7330,-1.8220,-0.1835,11.0000,27.0000,11.0000,14.0573,1048.7127,215.6618
0,0.0488,-0.6223,0.7316,-1.8369,-0.1797,11.0000,27.0000,11.0000,170.3362,976.5511,12.3469
0,0.1644,0.6632,0.6213,-1.4887,-1.7553,14.3511,70.0000,14.3511,91.0126,2446.2497,12.7648
0,0.0513,-0.3443,-0.0071,-0.7193,-1.5994,16.7095,53.0000,16.7095,537.7700,1592.6233,1170.7950
0,0.2053,-0.4724,-0.6165,-0.4659,-0.8590,11.0000,70.0000,11.0000,24.3648,1330.6975,75.0748
0,0.0571,-1.7925,0.7388,-1.3979,-0.6498,11.0000,10.0000,11.0000,0.0900,100.0900,130.7043
0,0.0620,0.8862,0.6316,-1.6678,-1.4250,14.0000,10.0000,14.0000,66.6594,416.0072,31.6729
0,0.0526,0.2939,0.6037,-1.1871,-2.3149,12.0000,38.0000,12.0000,292.4601,3728.7024,307.7522
0,0.0791,-0.1483,0.6582,-1.4420,-1.4324,12.0000,8.0000,12.0000,72.3457,32.6784,272.0256
0,0.0807,-0.2043,0.6461,-1.3193,-1.7113,18.0000,38.0000,18.0000,115.7410,1320.8668,1383.1221
0,0.0648,-0.1196,0.6971,-1.7714,-0.6178,11.0000,8.0000,11.0000,167.5299,473.0035,223.0841
0,0.0892,-0.4298,0.6936,-1.6097,-0.8570,12.0000,8.0000,12.0000,117.0464,342.0229,104.5557
0,0.0387,-0.5585,0.7301,-1.8521,-0.1759,12.0000,27.0000,12.0000,136.6187,327.8001,1363.1446
0,0.0389,-0.5585,0.7301,-1.8521,-0.1759,14.4774,23.0000,14.4774,14.8976,600.2629,386.9020
0,0.1086,-0.4997,-0.4482,-1.0405,-0.1537,14.0000,57.0000,14.0000,81.5931,1170.9553,1010.8720
0,0.0534,0.0988,-1.3018,-0.5095,-0.1281,14.0000,68.0000,14.0000,182.6724,416.2049,1641.6404
0,0.0502,-0.1011,-0.7900,-0.5514,-0.5680,14.0000,38.0000,14.0000,130.8463,718.1277,2631.6722
0,0.0396,-0.3213,0.6133,-1.4300,-0.8916,14.0000,38.0000,14.0000,115.9335,658.5267,2600.2445
0,0.0704,-1.4370,0.6995,-1.2264,-1.2760,14.0000,44.0000,14.0000,35.1248,174.6057,3604.1557
0,0.0324,-0.9646,0.6818,-1.2849,-1.3852,14.0000,44.0000,14.0000,7.5075,960.6287,4771.8332
0,0.0519,-0.6339,0.6688,-1.3203,-1.4754,12.0000,44.0000,12.0000,3.0921,1560.5079,5384.0028
0,0.0342,0.2008,-1.4508,-0.0876,-1.0148,14.0000,38.0000,14.0000,3.5640,1574.9737,5056.6368
0,0.0463,-1.0500,0.6697,-1.1496,-1.6797,12.0000,35.0000,12.0000,14.2707,700.5403,4737.5883
0,0.0384,-0.3717,-1.0850,-0.2500,-1.1469,12.0000,35.0000,12.0000,67.7345,994.7204,5057.5936
0,0.0987,-0.8520,0.6685,-1.5855,-0.5948,11.0000,32.0000,11.0000,31.0883,4743.2517,42.5548
0,0.0828,-0.6926,0.7097,-1.6287,-0.6662,11.7180,32.0000,11.7180,4.4606,4367.5141,141.3278
0,0.1063,-0.8802,0.7114,-1.5620,-0.7326,11.0000,31.2675,11.0000,9.3093,4090.6937,71.5700
0,0.1029,0.4268,0.6516,-1.6344,-1.2599,9.0000,61.0000,9.0000,152.7092,2874.2807,29.6969
0,0.0807,0.1284,-0.7761,-0.7895,-0.5321,9.0000,61.0000,9.0000,77.5455,2396.3613,267.1806
0,0.0873,0.2014,-0.5239,-0.6515,-0.8208,9.0000,52.0000,9.0000,71.1587,3110.4949,38.6082
0,0.0616,-0.4667,0.0647,-1.0683,-1.0558,15.0000,10.0000,15.0000,10.6528,3179.7051,978.5614
0,0.1697,-1.4724,-0.1450,-0.7647,-0.8462,15.0000,10.0000,15.0000,16.9092,4937.5840,27.0762
0,0.2111,-0.9894,0.6764,-1.2297,-1.5107,14.7534,10.0000,14.7534,35.1263,3287.6166,814.9655
0,0.1063,0.0267,0.4166,-1.1125,-1.3311,14.0000,10.0000,14.0000,59.5721,2186.5200,591.1292
0,0.1574,-1.2664,0.7009,-1.3110,-1.1554,15.0000,10.0000,15.0000,27.4921,4062.8325,125.9008
0,0.3565,-1.4801,0.6407,-1.1720,-1.2762,15.0000,10.0000,15.0000,19.3412,4456.2747,144.7987
0,0.0473,1.2926,0.1311,-1.3372,-1.6063,14.0000,8.0000,14.0000,58.5757,2320.5999,1368.9508
0,0.0451,1.8740,0.5900,-1.7965,-1.6252,14.0000,8.0000,14.0000,0.0544,1426.2343,1446.1890
0,0.0315,-0.4575,-0.2682,-1.1612,0.1185,10.0000,27.0000,10.0000,184.5706,2342.7106,790.6592
0,0.0392,-0.5640,0.7302,-1.8508,-0.1762,18.0000,27.0000,18.0000,236.6437,1948.9312,572.2298
0,0.1087,-0.5757,0.6008,-1.6359,0.0886,9.0000,16.0000,9.0000,227.2568,2106.8204,122.4863
0,0.1380,-0.8836,0.6800,-1.3042,-1.3803,15.0000,11.0000,15.0000,45.2797,799.9788,881.1985
0,0.1256,-1.4511,0.7079,-1.2886,-1.1115,11.0000,18.0000,11.0000,10.2011,241.1218,698.8644
0,0.1188,-0.4116,0.6992,-1.6632,-0.7319,6.0000,27.0000,6.0000,4.6337,1503.4497,143.4790
0,0.1246,-0.0380,-1.3584,-0.3744,-0.2625,9.0000,70.0000,9.0000,97.4910,6525.4842,24.3361
0,0.0963,-0.3548,-0.4258,-0.8221,-0.4985,11.0000,70.0000,11.0000,7.7067,5979.8684,383.9107
